date,line_id,line_name,shift_id,shift_name,planned_minutes,downtime_minutes,run_time_minutes,downtime_reason_category,downtime_reason_subcategory,downtime_cost_usd,ideal_cycle_time_sec,units_planned,units_produced,units_good,units_defective
2025-05-24,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,830,822,8
2025-05-24,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,836,828,8
2025-05-24,L2,Line 2 - Precision Assembly,S3,Night,480,40.6,439.4,Changeover,Product Setup / Changeover,419.53,30,960,770,762,8
2025-05-24,L3,Line 3 - Surface Treatment,S1,Morning,480,34.6,445.4,Changeover,Product Setup / Changeover,409.43,60,480,408,398,10
2025-05-24,L3,Line 3 - Surface Treatment,S2,Afternoon,480,59.9,420.1,Equipment Failure,Mechanical Breakdown,708.82,60,480,420,404,16
2025-05-24,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,100.6,379.4,Unplanned Maintenance,Unscheduled Repair,804.8,20,1440,1051,1044,7
2025-05-24,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,41.2,438.8,Unplanned Maintenance,Unscheduled Repair,329.6,20,1440,1067,1057,10
2025-05-25,L1,Line 1 - CNC Machining,S1,Morning,480,36.8,443.2,Equipment Failure,Mechanical Breakdown,521.33,45,640,567,560,7
2025-05-25,L1,Line 1 - CNC Machining,S2,Afternoon,480,19.3,460.7,Material Issue,Material Quality Reject,273.42,45,640,594,586,8
2025-05-25,L1,Line 1 - CNC Machining,S3,Night,480,20.0,460.0,Operator,Operator Availability / Training,283.33,45,640,541,533,8
2025-05-25,L2,Line 2 - Precision Assembly,S1,Morning,480,33.7,446.3,Changeover,Product Setup / Changeover,348.23,30,960,810,802,8
2025-05-25,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,894,884,10
2025-05-25,L2,Line 2 - Precision Assembly,S3,Night,480,70.5,409.5,Material Issue,Material Shortage,728.5,30,960,803,790,13
2025-05-25,L3,Line 3 - Surface Treatment,S1,Morning,480,33.7,446.3,Operator,Operator Availability / Training,398.78,60,480,421,413,8
2025-05-25,L3,Line 3 - Surface Treatment,S2,Afternoon,480,51.1,428.9,Changeover,Product Setup / Changeover,604.68,60,480,419,409,10
2025-05-25,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,43.9,436.1,Material Issue,Material Shortage,351.2,20,1440,1180,1167,13
2025-05-25,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,63.0,417.0,Material Issue,Material Shortage,504.0,20,1440,1039,1029,10
2025-05-26,L1,Line 1 - CNC Machining,S1,Morning,480,11.4,468.6,Operator,Operator Availability / Training,161.5,45,640,542,533,9
2025-05-26,L1,Line 1 - CNC Machining,S2,Afternoon,480,35.4,444.6,Material Issue,Material Shortage,501.5,45,640,477,472,5
2025-05-26,L1,Line 1 - CNC Machining,S3,Night,480,56.5,423.5,Changeover,Product Setup / Changeover,800.42,45,640,494,485,9
2025-05-26,L2,Line 2 - Precision Assembly,S1,Morning,480,59.6,420.4,Planned Maintenance,Scheduled Preventive Maintenance,615.87,30,960,757,749,8
2025-05-26,L2,Line 2 - Precision Assembly,S2,Afternoon,480,59.5,420.5,Changeover,Product Setup / Changeover,614.83,30,960,777,766,11
2025-05-26,L2,Line 2 - Precision Assembly,S3,Night,480,49.9,430.1,Changeover,Product Setup / Changeover,515.63,30,960,760,752,8
2025-05-26,L3,Line 3 - Surface Treatment,S1,Morning,480,45.4,434.6,Material Issue,Material Quality Reject,537.23,60,480,406,399,7
2025-05-26,L3,Line 3 - Surface Treatment,S2,Afternoon,480,57.3,422.7,Material Issue,Material Shortage,678.05,60,480,370,362,8
2025-05-26,L3,Line 3 - Surface Treatment,S3,Night,480,79.1,400.9,Material Issue,Material Shortage,936.02,60,480,338,333,5
2025-05-26,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,78.6,401.4,Material Issue,Material Shortage,628.8,20,1440,1141,1124,17
2025-05-26,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,35.6,444.4,Material Issue,Material Quality Reject,284.8,20,1440,1187,1176,11
2025-05-26,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,128.5,351.5,Equipment Failure,Mechanical Breakdown,1028.0,20,1440,929,926,3
2025-05-27,L1,Line 1 - CNC Machining,S1,Morning,480,45.8,434.2,Changeover,Product Setup / Changeover,648.83,45,640,551,544,7
2025-05-27,L1,Line 1 - CNC Machining,S2,Afternoon,480,70.2,409.8,Changeover,Product Setup / Changeover,994.5,45,640,513,509,4
2025-05-27,L1,Line 1 - CNC Machining,S3,Night,480,37.5,442.5,Material Issue,Material Shortage,531.25,45,640,481,474,7
2025-05-27,L2,Line 2 - Precision Assembly,S1,Morning,480,87.5,392.5,Planned Maintenance,Scheduled Preventive Maintenance,904.17,30,960,711,704,7
2025-05-27,L2,Line 2 - Precision Assembly,S2,Afternoon,480,17.0,463.0,Unplanned Maintenance,Unscheduled Repair,175.67,30,960,825,823,2
2025-05-27,L2,Line 2 - Precision Assembly,S3,Night,480,97.4,382.6,Equipment Failure,Mechanical Breakdown,1006.47,30,960,749,743,6
2025-05-27,L3,Line 3 - Surface Treatment,S1,Morning,480,125.1,354.9,Planned Maintenance,Scheduled Preventive Maintenance,1480.35,60,480,311,305,6
2025-05-27,L3,Line 3 - Surface Treatment,S2,Afternoon,480,82.2,397.8,Equipment Failure,Electrical Fault,972.7,60,480,346,338,8
2025-05-27,L3,Line 3 - Surface Treatment,S3,Night,480,55.5,424.5,Material Issue,Material Shortage,656.75,60,480,397,387,10
2025-05-27,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,97.7,382.3,Equipment Failure,Electrical Fault,781.6,20,1440,1072,1062,10
2025-05-27,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1234,1227,7
2025-05-27,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,87.3,392.7,Unplanned Maintenance,Unscheduled Repair,698.4,20,1440,1097,1087,10
2025-05-28,L1,Line 1 - CNC Machining,S1,Morning,480,5.0,475.0,Equipment Failure,Electrical Fault,70.83,45,640,550,542,8
2025-05-28,L1,Line 1 - CNC Machining,S2,Afternoon,480,60.9,419.1,Unplanned Maintenance,Unscheduled Repair,862.75,45,640,554,552,2
2025-05-28,L1,Line 1 - CNC Machining,S3,Night,480,96.1,383.9,Planned Maintenance,Scheduled Preventive Maintenance,1361.42,45,640,484,473,11
2025-05-28,L2,Line 2 - Precision Assembly,S1,Morning,480,14.5,465.5,Changeover,Product Setup / Changeover,149.83,30,960,817,811,6
2025-05-28,L2,Line 2 - Precision Assembly,S2,Afternoon,480,62.4,417.6,Changeover,Product Setup / Changeover,644.8,30,960,692,680,12
2025-05-28,L2,Line 2 - Precision Assembly,S3,Night,480,46.9,433.1,Changeover,Product Setup / Changeover,484.63,30,960,866,858,8
2025-05-28,L3,Line 3 - Surface Treatment,S1,Morning,480,95.6,384.4,Unplanned Maintenance,Unscheduled Repair,1131.27,60,480,373,369,4
2025-05-28,L3,Line 3 - Surface Treatment,S2,Afternoon,480,34.5,445.5,Changeover,Product Setup / Changeover,408.25,60,480,412,405,7
2025-05-28,L3,Line 3 - Surface Treatment,S3,Night,480,53.9,426.1,Equipment Failure,Electrical Fault,637.82,60,480,388,379,9
2025-05-28,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,15.4,464.6,Material Issue,Material Shortage,123.2,20,1440,1217,1200,17
2025-05-28,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1246,1237,9
2025-05-28,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,104.7,375.3,Unplanned Maintenance,Unscheduled Repair,837.6,20,1440,1043,1034,9
2025-05-29,L1,Line 1 - CNC Machining,S1,Morning,480,57.8,422.2,Material Issue,Material Shortage,818.83,45,640,508,498,10
2025-05-29,L1,Line 1 - CNC Machining,S2,Afternoon,480,43.9,436.1,Equipment Failure,Electrical Fault,621.92,45,640,533,521,12
2025-05-29,L1,Line 1 - CNC Machining,S3,Night,480,80.5,399.5,Changeover,Product Setup / Changeover,1140.42,45,640,467,462,5
2025-05-29,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,840,828,12
2025-05-29,L2,Line 2 - Precision Assembly,S2,Afternoon,480,46.3,433.7,Changeover,Product Setup / Changeover,478.43,30,960,696,693,3
2025-05-29,L2,Line 2 - Precision Assembly,S3,Night,480,32.6,447.4,Material Issue,Material Shortage,336.87,30,960,804,799,5
2025-05-29,L3,Line 3 - Surface Treatment,S1,Morning,480,74.5,405.5,Unplanned Maintenance,Unscheduled Repair,881.58,60,480,404,391,13
2025-05-29,L3,Line 3 - Surface Treatment,S2,Afternoon,480,112.9,367.1,Unplanned Maintenance,Unscheduled Repair,1335.98,60,480,344,334,10
2025-05-29,L3,Line 3 - Surface Treatment,S3,Night,480,71.5,408.5,Unplanned Maintenance,Unscheduled Repair,846.08,60,480,354,348,6
2025-05-29,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,60.3,419.7,Equipment Failure,Electrical Fault,482.4,20,1440,1106,1098,8
2025-05-29,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1235,1226,9
2025-05-29,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,45.2,434.8,Changeover,Product Setup / Changeover,361.6,20,1440,1200,1192,8
2025-05-30,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,613,602,11
2025-05-30,L1,Line 1 - CNC Machining,S2,Afternoon,480,29.4,450.6,Operator,Operator Availability / Training,416.5,45,640,555,546,9
2025-05-30,L1,Line 1 - CNC Machining,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,559,549,10
2025-05-30,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,960,945,15
2025-05-30,L2,Line 2 - Precision Assembly,S2,Afternoon,480,38.7,441.3,Unplanned Maintenance,Unscheduled Repair,399.9,30,960,794,788,6
2025-05-30,L2,Line 2 - Precision Assembly,S3,Night,480,106.7,373.3,Planned Maintenance,Scheduled Preventive Maintenance,1102.57,30,960,679,672,7
2025-05-30,L3,Line 3 - Surface Treatment,S1,Morning,480,53.7,426.3,Material Issue,Material Shortage,635.45,60,480,405,388,17
2025-05-30,L3,Line 3 - Surface Treatment,S2,Afternoon,480,70.2,409.8,Unplanned Maintenance,Unscheduled Repair,830.7,60,480,386,378,8
2025-05-30,L3,Line 3 - Surface Treatment,S3,Night,480,58.0,422.0,Changeover,Product Setup / Changeover,686.33,60,480,422,413,9
2025-05-30,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,84.7,395.3,Equipment Failure,Mechanical Breakdown,677.6,20,1440,999,993,6
2025-05-30,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,42.5,437.5,Material Issue,Material Quality Reject,340.0,20,1440,1175,1159,16
2025-05-30,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,24.2,455.8,Changeover,Product Setup / Changeover,193.6,20,1440,1211,1202,9
2025-05-31,L1,Line 1 - CNC Machining,S1,Morning,480,63.4,416.6,Equipment Failure,Electrical Fault,898.17,45,640,534,527,7
2025-05-31,L1,Line 1 - CNC Machining,S2,Afternoon,480,77.4,402.6,Equipment Failure,Electrical Fault,1096.5,45,640,463,456,7
2025-05-31,L1,Line 1 - CNC Machining,S3,Night,480,19.3,460.7,Material Issue,Material Quality Reject,273.42,45,640,595,585,10
2025-05-31,L2,Line 2 - Precision Assembly,S1,Morning,480,46.9,433.1,Equipment Failure,Electrical Fault,484.63,30,960,756,751,5
2025-05-31,L2,Line 2 - Precision Assembly,S2,Afternoon,480,18.8,461.2,Material Issue,Material Quality Reject,194.27,30,960,911,904,7
2025-05-31,L2,Line 2 - Precision Assembly,S3,Night,480,54.4,425.6,Equipment Failure,Electrical Fault,562.13,30,960,767,759,8
2025-05-31,L3,Line 3 - Surface Treatment,S1,Morning,480,22.3,457.7,Material Issue,Material Quality Reject,263.88,60,480,431,417,14
2025-05-31,L3,Line 3 - Surface Treatment,S2,Afternoon,480,46.0,434.0,Changeover,Product Setup / Changeover,544.33,60,480,350,338,12
2025-05-31,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,47.7,432.3,Operator,Operator Availability / Training,381.6,20,1440,1146,1138,8
2025-05-31,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,125.2,354.8,Unplanned Maintenance,Unscheduled Repair,1001.6,20,1440,960,952,8
2025-06-01,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,552,545,7
2025-06-01,L1,Line 1 - CNC Machining,S2,Afternoon,480,29.7,450.3,Changeover,Product Setup / Changeover,420.75,45,640,507,496,11
2025-06-01,L1,Line 1 - CNC Machining,S3,Night,480,67.4,412.6,Equipment Failure,Mechanical Breakdown,954.83,45,640,534,522,12
2025-06-01,L2,Line 2 - Precision Assembly,S1,Morning,480,100.9,379.1,Unplanned Maintenance,Unscheduled Repair,1042.63,30,960,628,616,12
2025-06-01,L2,Line 2 - Precision Assembly,S2,Afternoon,480,17.4,462.6,Operator,Operator Availability / Training,179.8,30,960,869,858,11
2025-06-01,L2,Line 2 - Precision Assembly,S3,Night,480,78.9,401.1,Planned Maintenance,Scheduled Preventive Maintenance,815.3,30,960,802,794,8
2025-06-01,L3,Line 3 - Surface Treatment,S1,Morning,480,92.3,387.7,Equipment Failure,Mechanical Breakdown,1092.22,60,480,350,342,8
2025-06-01,L3,Line 3 - Surface Treatment,S2,Afternoon,480,16.8,463.2,Material Issue,Material Shortage,198.8,60,480,429,418,11
2025-06-01,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,30.7,449.3,Operator,Operator Availability / Training,245.6,20,1440,1245,1232,13
2025-06-01,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,50.9,429.1,Changeover,Product Setup / Changeover,407.2,20,1440,1139,1128,11
2025-06-02,L1,Line 1 - CNC Machining,S1,Morning,480,83.7,396.3,Planned Maintenance,Scheduled Preventive Maintenance,1185.75,45,640,485,476,9
2025-06-02,L1,Line 1 - CNC Machining,S2,Afternoon,480,106.7,373.3,Planned Maintenance,Scheduled Preventive Maintenance,1511.58,45,640,408,402,6
2025-06-02,L1,Line 1 - CNC Machining,S3,Night,480,65.8,414.2,Changeover,Product Setup / Changeover,932.17,45,640,501,492,9
2025-06-02,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,942,931,11
2025-06-02,L2,Line 2 - Precision Assembly,S2,Afternoon,480,43.2,436.8,Unplanned Maintenance,Unscheduled Repair,446.4,30,960,821,817,4
2025-06-02,L2,Line 2 - Precision Assembly,S3,Night,480,49.5,430.5,Material Issue,Material Shortage,511.5,30,960,686,677,9
2025-06-02,L3,Line 3 - Surface Treatment,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,60,480,433,422,11
2025-06-02,L3,Line 3 - Surface Treatment,S2,Afternoon,480,53.1,426.9,Equipment Failure,Mechanical Breakdown,628.35,60,480,383,375,8
2025-06-02,L3,Line 3 - Surface Treatment,S3,Night,480,45.3,434.7,Equipment Failure,Mechanical Breakdown,536.05,60,480,418,414,4
2025-06-02,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,53.1,426.9,Changeover,Product Setup / Changeover,424.8,20,1440,1168,1163,5
2025-06-02,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,51.9,428.1,Changeover,Product Setup / Changeover,415.2,20,1440,1084,1076,8
2025-06-02,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,95.3,384.7,Equipment Failure,Mechanical Breakdown,762.4,20,1440,933,923,10
2025-06-03,L1,Line 1 - CNC Machining,S1,Morning,480,46.4,433.6,Changeover,Product Setup / Changeover,657.33,45,640,547,543,4
2025-06-03,L1,Line 1 - CNC Machining,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,633,626,7
2025-06-03,L1,Line 1 - CNC Machining,S3,Night,480,59.1,420.9,Changeover,Product Setup / Changeover,837.25,45,640,518,509,9
2025-06-03,L2,Line 2 - Precision Assembly,S1,Morning,480,19.8,460.2,Material Issue,Material Quality Reject,204.6,30,960,770,760,10
2025-06-03,L2,Line 2 - Precision Assembly,S2,Afternoon,480,51.9,428.1,Equipment Failure,Mechanical Breakdown,536.3,30,960,728,719,9
2025-06-03,L2,Line 2 - Precision Assembly,S3,Night,480,53.3,426.7,Equipment Failure,Electrical Fault,550.77,30,960,648,643,5
2025-06-03,L3,Line 3 - Surface Treatment,S1,Morning,480,62.7,417.3,Changeover,Product Setup / Changeover,741.95,60,480,350,341,9
2025-06-03,L3,Line 3 - Surface Treatment,S2,Afternoon,480,54.3,425.7,Unplanned Maintenance,Unscheduled Repair,642.55,60,480,347,338,9
2025-06-03,L3,Line 3 - Surface Treatment,S3,Night,480,38.4,441.6,Material Issue,Material Quality Reject,454.4,60,480,433,423,10
2025-06-03,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1101,1092,9
2025-06-03,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,27.7,452.3,Material Issue,Material Quality Reject,221.6,20,1440,1245,1237,8
2025-06-03,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,57.2,422.8,Equipment Failure,Electrical Fault,457.6,20,1440,1235,1223,12
2025-06-04,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,576,574,2
2025-06-04,L1,Line 1 - CNC Machining,S2,Afternoon,480,52.4,427.6,Changeover,Product Setup / Changeover,742.33,45,640,476,470,6
2025-06-04,L1,Line 1 - CNC Machining,S3,Night,480,5.0,475.0,Operator,Operator Availability / Training,70.83,45,640,573,569,4
2025-06-04,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,907,898,9
2025-06-04,L2,Line 2 - Precision Assembly,S2,Afternoon,480,48.1,431.9,Changeover,Product Setup / Changeover,497.03,30,960,737,731,6
2025-06-04,L2,Line 2 - Precision Assembly,S3,Night,480,45.0,435.0,Material Issue,Material Shortage,465.0,30,960,794,787,7
2025-06-04,L3,Line 3 - Surface Treatment,S1,Morning,480,147.4,332.6,Equipment Failure,Mechanical Breakdown,1744.23,60,480,294,292,2
2025-06-04,L3,Line 3 - Surface Treatment,S2,Afternoon,480,68.4,411.6,Material Issue,Material Shortage,809.4,60,480,374,364,10
2025-06-04,L3,Line 3 - Surface Treatment,S3,Night,480,60.2,419.8,Changeover,Product Setup / Changeover,712.37,60,480,367,362,5
2025-06-04,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,49.0,431.0,Planned Maintenance,Scheduled Preventive Maintenance,392.0,20,1440,1170,1162,8
2025-06-04,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,38.5,441.5,Changeover,Product Setup / Changeover,308.0,20,1440,1023,1017,6
2025-06-04,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,74.1,405.9,Equipment Failure,Mechanical Breakdown,592.8,20,1440,1140,1130,10
2025-06-05,L1,Line 1 - CNC Machining,S1,Morning,480,32.9,447.1,Operator,Operator Availability / Training,466.08,45,640,584,572,12
2025-06-05,L1,Line 1 - CNC Machining,S2,Afternoon,480,52.1,427.9,Changeover,Product Setup / Changeover,738.08,45,640,538,525,13
2025-06-05,L1,Line 1 - CNC Machining,S3,Night,480,97.0,383.0,Equipment Failure,Mechanical Breakdown,1374.17,45,640,510,506,4
2025-06-05,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,797,790,7
2025-06-05,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,921,915,6
2025-06-05,L2,Line 2 - Precision Assembly,S3,Night,480,77.5,402.5,Equipment Failure,Mechanical Breakdown,800.83,30,960,650,646,4
2025-06-05,L3,Line 3 - Surface Treatment,S1,Morning,480,97.3,382.7,Planned Maintenance,Scheduled Preventive Maintenance,1151.38,60,480,304,297,7
2025-06-05,L3,Line 3 - Surface Treatment,S2,Afternoon,480,65.5,414.5,Planned Maintenance,Scheduled Preventive Maintenance,775.08,60,480,346,338,8
2025-06-05,L3,Line 3 - Surface Treatment,S3,Night,480,34.0,446.0,Changeover,Product Setup / Changeover,402.33,60,480,363,360,3
2025-06-05,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,44.5,435.5,Changeover,Product Setup / Changeover,356.0,20,1440,1269,1256,13
2025-06-05,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1170,1161,9
2025-06-05,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,33.7,446.3,Material Issue,Material Quality Reject,269.6,20,1440,1186,1175,11
2025-06-06,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,607,601,6
2025-06-06,L1,Line 1 - CNC Machining,S2,Afternoon,480,106.3,373.7,Equipment Failure,Mechanical Breakdown,1505.92,45,640,491,484,7
2025-06-06,L1,Line 1 - CNC Machining,S3,Night,480,59.9,420.1,Changeover,Product Setup / Changeover,848.58,45,640,512,504,8
2025-06-06,L2,Line 2 - Precision Assembly,S1,Morning,480,24.9,455.1,Material Issue,Material Quality Reject,257.3,30,960,835,829,6
2025-06-06,L2,Line 2 - Precision Assembly,S2,Afternoon,480,71.9,408.1,Equipment Failure,Mechanical Breakdown,742.97,30,960,732,723,9
2025-06-06,L2,Line 2 - Precision Assembly,S3,Night,480,5.0,475.0,Equipment Failure,Mechanical Breakdown,51.67,30,960,940,934,6
2025-06-06,L3,Line 3 - Surface Treatment,S1,Morning,480,28.7,451.3,Material Issue,Material Shortage,339.62,60,480,416,409,7
2025-06-06,L3,Line 3 - Surface Treatment,S2,Afternoon,480,52.4,427.6,Equipment Failure,Electrical Fault,620.07,60,480,427,414,13
2025-06-06,L3,Line 3 - Surface Treatment,S3,Night,480,123.6,356.4,Equipment Failure,Mechanical Breakdown,1462.6,60,480,331,327,4
2025-06-06,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,98.8,381.2,Equipment Failure,Mechanical Breakdown,790.4,20,1440,1102,1095,7
2025-06-06,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,118.8,361.2,Equipment Failure,Mechanical Breakdown,950.4,20,1440,1021,1006,15
2025-06-06,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,70.4,409.6,Equipment Failure,Mechanical Breakdown,563.2,20,1440,1211,1206,5
2025-06-07,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,576,570,6
2025-06-07,L1,Line 1 - CNC Machining,S2,Afternoon,480,48.3,431.7,Changeover,Product Setup / Changeover,684.25,45,640,562,558,4
2025-06-07,L1,Line 1 - CNC Machining,S3,Night,480,38.9,441.1,Changeover,Product Setup / Changeover,551.08,45,640,456,452,4
2025-06-07,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,951,948,3
2025-06-07,L2,Line 2 - Precision Assembly,S2,Afternoon,480,117.4,362.6,Planned Maintenance,Scheduled Preventive Maintenance,1213.13,30,960,658,652,6
2025-06-07,L2,Line 2 - Precision Assembly,S3,Night,480,103.3,376.7,Planned Maintenance,Scheduled Preventive Maintenance,1067.43,30,960,631,625,6
2025-06-07,L3,Line 3 - Surface Treatment,S1,Morning,480,56.2,423.8,Changeover,Product Setup / Changeover,665.03,60,480,330,322,8
2025-06-07,L3,Line 3 - Surface Treatment,S2,Afternoon,480,57.8,422.2,Equipment Failure,Electrical Fault,683.97,60,480,374,374,0
2025-06-07,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,78.3,401.7,Equipment Failure,Electrical Fault,626.4,20,1440,1026,1018,8
2025-06-07,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,45.4,434.6,Material Issue,Material Quality Reject,363.2,20,1440,1134,1123,11
2025-06-08,L1,Line 1 - CNC Machining,S1,Morning,480,99.3,380.7,Equipment Failure,Mechanical Breakdown,1406.75,45,640,438,427,11
2025-06-08,L1,Line 1 - CNC Machining,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,569,557,12
2025-06-08,L1,Line 1 - CNC Machining,S3,Night,480,87.6,392.4,Equipment Failure,Electrical Fault,1241.0,45,640,435,426,9
2025-06-08,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,826,816,10
2025-06-08,L2,Line 2 - Precision Assembly,S2,Afternoon,480,52.1,427.9,Unplanned Maintenance,Unscheduled Repair,538.37,30,960,754,742,12
2025-06-08,L2,Line 2 - Precision Assembly,S3,Night,480,63.8,416.2,Equipment Failure,Electrical Fault,659.27,30,960,765,760,5
2025-06-08,L3,Line 3 - Surface Treatment,S1,Morning,480,76.3,403.7,Equipment Failure,Mechanical Breakdown,902.88,60,480,371,358,13
2025-06-08,L3,Line 3 - Surface Treatment,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,60,480,451,440,11
2025-06-08,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,61.9,418.1,Equipment Failure,Mechanical Breakdown,495.2,20,1440,1231,1222,9
2025-06-08,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,24.1,455.9,Material Issue,Material Shortage,192.8,20,1440,1339,1323,16
2025-06-09,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,542,531,11
2025-06-09,L1,Line 1 - CNC Machining,S2,Afternoon,480,93.5,386.5,Equipment Failure,Mechanical Breakdown,1324.58,45,640,451,443,8
2025-06-09,L1,Line 1 - CNC Machining,S3,Night,480,85.7,394.3,Changeover,Product Setup / Changeover,1214.08,45,640,489,480,9
2025-06-09,L2,Line 2 - Precision Assembly,S1,Morning,480,93.5,386.5,Unplanned Maintenance,Unscheduled Repair,966.17,30,960,666,657,9
2025-06-09,L2,Line 2 - Precision Assembly,S2,Afternoon,480,44.2,435.8,Material Issue,Material Quality Reject,456.73,30,960,799,789,10
2025-06-09,L2,Line 2 - Precision Assembly,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,944,938,6
2025-06-09,L3,Line 3 - Surface Treatment,S1,Morning,480,67.2,412.8,Equipment Failure,Electrical Fault,795.2,60,480,391,377,14
2025-06-09,L3,Line 3 - Surface Treatment,S2,Afternoon,480,64.5,415.5,Changeover,Product Setup / Changeover,763.25,60,480,339,329,10
2025-06-09,L3,Line 3 - Surface Treatment,S3,Night,480,62.0,418.0,Changeover,Product Setup / Changeover,733.67,60,480,373,360,13
2025-06-09,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,70.5,409.5,Planned Maintenance,Scheduled Preventive Maintenance,564.0,20,1440,1228,1214,14
2025-06-09,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,47.7,432.3,Unplanned Maintenance,Unscheduled Repair,381.6,20,1440,1117,1107,10
2025-06-09,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,111.2,368.8,Unplanned Maintenance,Unscheduled Repair,889.6,20,1440,879,865,14
